date_date,orders_id,customers_id,country,department,total_quantity,total_turnover
2019-01-01,467,460,FRANCE,87.0,4,87.33
2019-01-01,428,421,FRANCE,80.0,1,3.68
2019-01-01,569,558,FRANCE,1.0,54,141.1
2019-01-01,288,283,FRANCE,19.0,16,51.45
2019-01-01,339,332,FRANCE,83.0,6,15.37
2019-01-01,515,506,FRANCE,75.0,16,45.400000000000006
2019-01-01,284,279,FRANCE,75.0,6,45.31
2019-01-01,148,147,FRANCE,4.0,1,41.04
2019-01-01,501,494,FRANCE,63.0,24,53.78
2019-01-01,1,1,FRANCE,87.0,12,60.87
2019-01-01,87,87,FRANCE,54.0,46,167.21000000000004
2019-01-01,477,470,FRANCE,93.0,4,28.32
2019-01-01,363,356,FRANCE,16.0,4,23.86
2019-01-01,418,411,FRANCE,60.0,24,102.35
2019-01-01,51,51,FRANCE,28.0,1,4.04
2019-01-01,54,54,FRANCE,74.0,14,127.09
2019-01-01,319,312,FRANCE,59.0,9,33.42
2019-01-01,440,433,FRANCE,94.0,2,56.17
2019-01-01,81,81,FRANCE,6.0,11,48.69
2019-01-01,524,515,FRANCE,18.0,10,38.14
2019-01-01,171,170,FRANCE,77.0,3,12.32
2019-01-01,124,124,FRANCE,83.0,5,39.69
2019-01-01,359,352,FRANCE,57.0,9,22.68
2019-01-01,24,24,FRANCE,83.0,5,38.39
2019-01-01,463,456,FRANCE,67.0,42,90.03
2019-01-01,257,254,FRANCE,6.0,17,48.46
2019-01-01,313,307,FRANCE,25.0,32,132.81
2019-01-01,343,336,FRANCE,44.0,25,196.32
2019-01-01,96,96,FRANCE,79.0,1,101.02
2019-01-01,156,155,FRANCE,34.0,16,63.870000000000005
2019-01-01,465,458,FRANCE,95.0,18,94.46
2019-01-01,360,353,FRANCE,68.0,44,77.6
2019-01-01,299,294,FRANCE,68.0,13,72.03999999999999
2019-01-01,367,360,FRANCE,59.0,33,91.39999999999998
2019-01-01,536,526,FRANCE,9.0,62,129.51000000000002
2019-01-01,235,233,FRANCE,94.0,3,16.79
2019-01-01,560,549,FRANCE,29.0,10,74.12
2019-01-01,509,501,FRANCE,31.0,9,45.93
2019-01-01,364,357,FRANCE,61.0,18,63.040000000000006
2019-01-01,328,321,FRANCE,63.0,12,138.7
2019-01-01,379,372,FRANCE,69.0,1,39.94
2019-01-01,390,383,FRANCE,31.0,11,37.92
2019-01-01,511,500,FRANCE,75.0,20,62.7
2019-01-01,253,250,FRANCE,66.0,10,12.85
2019-01-01,164,163,FRANCE,57.0,5,36.41
2019-01-01,393,386,FRANCE,59.0,60,78.2
2019-01-01,205,204,FRANCE,59.0,27,72.16
2019-01-01,2,2,FRANCE,45.0,8,70.42
2019-01-01,236,234,FRANCE,6.0,3,27.71
2019-01-01,462,455,FRANCE,83.0,24,107.58
2019-01-01,202,201,FRANCE,94.0,35,133.94
2019-01-01,344,337,FRANCE,44.0,5,28.22
2019-01-01,39,39,FRANCE,93.0,12,44.25
2019-01-01,489,482,FRANCE,76.0,12,42.84
2019-01-01,75,75,FRANCE,69.0,26,243.90000000000003
2019-01-01,270,267,FRANCE,24.0,2,74.09
2019-01-01,373,366,FRANCE,74.0,11,125.22
2019-01-01,18,18,FRANCE,75.0,8,19.83
2019-01-01,490,483,FRANCE,76.0,5,21.37
2019-01-01,222,220,FRANCE,91.0,15,63.7
2019-01-01,503,496,FRANCE,75.0,3,42.16
2019-01-01,470,463,FRANCE,33.0,7,59.7
2019-01-01,194,193,FRANCE,31.0,13,61.49
2019-01-01,572,561,FRANCE,44.0,5,69.56
2019-01-01,170,169,FRANCE,44.0,2,61.23
2019-01-01,481,474,FRANCE,33.0,9,111.6
2019-01-01,437,430,FRANCE,75.0,11,45.81
2019-01-01,42,42,FRANCE,93.0,8,66.88
2019-01-01,356,349,FRANCE,75.0,8,61.370000000000005
2019-01-01,214,212,FRANCE,7.0,12,73.27000000000001
2019-01-01,546,535,FRANCE,33.0,60,123.56
2019-01-01,329,322,FRANCE,33.0,17,74.33
2019-01-01,151,150,FRANCE,94.0,13,70.80000000000001
2019-01-01,410,403,FRANCE,73.0,8,47.47
2019-01-01,210,209,FRANCE,78.0,4,28.15
2019-01-01,353,346,FRANCE,6.0,13,61.24
2019-01-01,387,380,FRANCE,76.0,11,34.97
2019-01-01,338,331,FRANCE,56.0,15,77.76
2019-01-01,74,74,FRANCE,95.0,33,113.43
2019-01-01,45,45,FRANCE,93.0,30,136.62000000000003
2019-01-01,21,21,FRANCE,21.0,17,108.55999999999996
2019-01-01,306,301,FRANCE,27.0,1,63.34
2019-01-01,402,395,FRANCE,76.0,8,51.21
2019-01-01,13,13,FRANCE,68.0,18,57.16
2019-01-01,264,261,FRANCE,81.0,36,109.13
2019-01-01,401,394,FRANCE,93.0,27,189.97000000000003
2019-01-01,117,117,FRANCE,37.0,8,31.82
2019-01-01,246,244,FRANCE,1.0,5,70.85
2019-01-01,263,260,FRANCE,45.0,17,78.16
2019-01-01,116,116,FRANCE,76.0,72,238.12
2019-01-01,472,465,FRANCE,38.0,11,69.10000000000001
2019-01-01,527,517,FRANCE,33.0,45,167.02
2019-01-01,52,52,FRANCE,69.0,12,114.03
2019-01-01,568,557,FRANCE,42.0,11,113.43
2019-01-01,145,143,FRANCE,75.0,8,96.58
2019-01-01,461,454,FRANCE,57.0,2,25.56
2019-01-01,80,80,FRANCE,34.0,10,111.36
2019-01-01,274,271,FRANCE,22.0,8,63.86
2019-01-01,432,425,FRANCE,38.0,18,51.69
2019-01-01,552,541,FRANCE,21.0,14,84.78
2019-01-01,474,467,FRANCE,45.0,7,25.11
2019-01-01,247,245,FRANCE,13.0,1,68.62
2019-01-01,119,119,FRANCE,94.0,21,70.97
2019-01-01,198,197,FRANCE,68.0,12,76.31
2019-01-01,267,264,FRANCE,7.0,10,81.04
2019-01-01,25,25,FRANCE,29.0,16,61.39
2019-01-01,93,93,FRANCE,81.0,1,34.91
2019-01-01,275,272,FRANCE,79.0,28,73.25
2019-01-01,499,492,FRANCE,69.0,24,77.74000000000001
2019-01-01,327,320,FRANCE,59.0,17,99.86
2019-01-01,504,497,FRANCE,92.0,19,117.88
2019-01-01,6,6,FRANCE,38.0,13,47.650000000000006
2019-01-01,40,40,FRANCE,6.0,4,58.45
2019-01-01,323,316,FRANCE,79.0,9,63.64
2019-01-01,227,225,FRANCE,94.0,7,51.06
2019-01-01,565,554,FRANCE,76.0,16,65.96
2019-01-01,331,324,FRANCE,83.0,11,75.46
2019-01-01,291,286,FRANCE,92.0,25,106.83999999999996
2019-01-01,241,239,FRANCE,95.0,10,75.67
2019-01-01,53,53,FRANCE,33.0,70,222.39
2019-01-01,82,82,FRANCE,57.0,10,63.91
2019-01-01,386,379,FRANCE,91.0,45,89.37
2019-01-01,256,253,FRANCE,67.0,8,22.57
2019-01-01,395,388,FRANCE,16.0,18,88.87
2019-01-01,90,90,FRANCE,42.0,4,10.55
2019-01-01,450,443,FRANCE,61.0,7,71.53
2019-01-01,376,369,FRANCE,56.0,75,311.29
2019-01-01,485,478,FRANCE,60.0,2,26.83
2019-01-01,223,221,FRANCE,44.0,21,180.04999999999998
2019-01-01,20,20,FRANCE,66.0,14,78.89
2019-01-01,429,422,FRANCE,14.0,8,73.85
2019-01-01,512,503,FRANCE,95.0,17,63.47
2019-01-01,396,389,FRANCE,45.0,3,8.27
2019-01-01,237,235,FRANCE,75.0,12,76.25999999999999
2019-01-01,68,68,FRANCE,23.0,18,100.72
2019-01-01,29,29,FRANCE,59.0,35,119.45
2019-01-01,361,354,FRANCE,38.0,20,118.66
2019-01-01,163,162,FRANCE,49.0,13,84.15
2019-01-01,475,468,FRANCE,92.0,13,91.06
2019-01-01,140,140,FRANCE,42.0,38,123.73000000000002
2019-01-01,497,490,FRANCE,33.0,29,91.68
2019-01-01,550,539,FRANCE,31.0,14,55.540000000000006
2019-01-01,89,89,FRANCE,92.0,12,42.98
2019-01-01,278,275,FRANCE,62.0,10,115.97
2019-01-01,131,131,FRANCE,6.0,7,82.96
2019-01-01,14,14,FRANCE,67.0,22,71.89999999999999
2019-01-01,413,406,FRANCE,7.0,76,307.4
2019-01-01,351,344,FRANCE,6.0,11,67.28
2019-01-01,295,290,FRANCE,21.0,18,70.49000000000001
2019-01-01,420,413,FRANCE,83.0,3,39.6
2019-01-01,425,418,FRANCE,91.0,1,106.4
2019-01-01,391,384,FRANCE,37.0,8,56.02
2019-01-01,365,358,FRANCE,33.0,1,3.96
2019-01-01,130,130,FRANCE,83.0,13,76.00000000000001
2019-01-01,554,543,FRANCE,34.0,37,373.0
2019-01-01,189,188,FRANCE,86.0,3,50.51
2019-01-01,336,329,FRANCE,38.0,4,81.83
2019-01-01,221,219,FRANCE,38.0,9,57.71
2019-01-01,195,194,FRANCE,38.0,5,57.36
2019-01-01,505,461,FRANCE,60.0,24,83.47999999999999
2019-01-01,315,309,FRANCE,59.0,13,71.47
2019-01-01,525,516,FRANCE,29.0,6,103.52
2019-01-01,570,559,FRANCE,77.0,25,136.87
2019-01-01,285,280,FRANCE,11.0,11,35.01
2019-01-01,33,33,FRANCE,75.0,11,61.92
2019-01-01,240,238,FRANCE,64.0,6,74.97
2019-01-01,201,200,FRANCE,92.0,12,46.14
2019-01-01,574,563,FRANCE,44.0,25,167.89999999999998
2019-01-01,126,126,FRANCE,92.0,1,9.1
2019-01-01,317,310,FRANCE,92.0,35,82.61
2019-01-01,564,553,FRANCE,13.0,16,167.76
2019-01-01,16,16,FRANCE,93.0,10,26.47
2019-01-01,7,7,FRANCE,9.0,8,38.38
2019-01-01,407,400,FRANCE,88.0,10,74.97000000000001
2019-01-01,337,330,FRANCE,51.0,2,13.46
2019-01-01,175,174,FRANCE,77.0,38,82.95
2019-01-01,136,136,FRANCE,75.0,18,76.8
2019-01-01,31,31,FRANCE,92.0,13,70.98
2019-01-01,260,257,FRANCE,75.0,20,88.43999999999998
2019-01-01,496,489,FRANCE,35.0,5,26.6
2019-01-01,433,426,FRANCE,41.0,8,76.23
2019-01-01,451,444,FRANCE,78.0,10,105.45
2019-01-01,77,77,FRANCE,77.0,21,74.5
2019-01-01,555,544,FRANCE,83.0,14,105.25
2019-01-01,5,5,FRANCE,77.0,14,69.67
2019-01-01,486,479,FRANCE,1.0,14,76.14
2019-01-01,453,446,FRANCE,70.0,10,61.52
2019-01-01,111,111,FRANCE,69.0,11,189.72
2019-01-01,408,401,FRANCE,40.0,23,112.56
2019-01-01,249,247,FRANCE,12.0,12,115.29
2019-01-01,252,239,FRANCE,95.0,10,77.14
2019-01-01,332,325,FRANCE,91.0,16,104.17000000000002
2019-01-01,155,154,FRANCE,81.0,20,74.44000000000001
2019-01-01,355,348,FRANCE,42.0,13,100.23
2019-01-01,37,37,FRANCE,74.0,8,21.160000000000004
2019-01-01,243,241,FRANCE,10.0,14,46.39
2019-01-01,103,103,FRANCE,11.0,1,15.86
2019-01-01,232,230,FRANCE,26.0,4,11.95
2019-01-01,112,112,FRANCE,35.0,4,77.65
2019-01-01,127,127,FRANCE,44.0,5,66.61
2019-01-01,245,243,FRANCE,66.0,14,33.83
2019-01-01,277,274,FRANCE,57.0,12,41.34
2019-01-01,424,417,FRANCE,30.0,11,65.75
2019-01-01,115,115,FRANCE,33.0,11,71.10000000000001
2019-01-01,86,86,FRANCE,75.0,16,88.26
2019-01-01,259,256,FRANCE,44.0,5,38.48
2019-01-01,289,284,FRANCE,57.0,19,134.32
2019-01-01,293,288,FRANCE,78.0,27,182.97
2019-01-01,500,493,FRANCE,2.0,16,78.34
2019-01-01,528,518,FRANCE,33.0,3,19.43
2019-01-01,118,118,FRANCE,56.0,39,121.72
2019-01-01,438,431,FRANCE,78.0,10,35.96
2019-01-01,83,83,FRANCE,57.0,1,75.59
2019-01-01,122,122,FRANCE,74.0,2,23.06
2019-01-01,233,231,FRANCE,38.0,41,193.04
2019-01-01,76,76,FRANCE,25.0,34,79.4
2019-01-01,242,240,FRANCE,6.0,6,57.66
2019-01-01,419,412,FRANCE,70.0,13,51.83
2019-01-01,158,157,FRANCE,62.0,16,79.48
2019-01-01,30,30,FRANCE,39.0,34,83.43
2019-01-01,166,165,FRANCE,57.0,32,133.03
2019-01-01,159,158,FRANCE,30.0,20,37.510000000000005
2019-01-01,231,229,FRANCE,42.0,8,68.98
2019-01-01,446,439,FRANCE,75.0,10,19.02
2019-01-01,239,237,FRANCE,46.0,46,196.72000000000003
2019-01-01,545,534,FRANCE,75.0,10,81.17
2019-01-01,322,315,FRANCE,92.0,20,67.87
2019-01-01,309,304,FRANCE,31.0,14,67.9
2019-01-01,375,368,FRANCE,77.0,9,29.08
2019-01-01,349,342,FRANCE,40.0,7,29.22
2019-01-01,551,540,FRANCE,33.0,5,24.19
2019-01-01,483,476,FRANCE,75.0,7,51.63
2019-01-01,521,512,FRANCE,43.0,4,161.75
2019-01-01,404,397,FRANCE,1.0,4,40.08
2019-01-01,134,134,FRANCE,44.0,20,103.67000000000002
2019-01-01,415,408,FRANCE,80.0,9,35.48
2019-01-01,370,363,FRANCE,31.0,44,128.32000000000002
2019-01-01,398,391,FRANCE,88.0,4,28.35
2019-01-01,147,146,FRANCE,92.0,10,54.67
2019-01-01,114,114,FRANCE,21.0,10,36.21
2019-01-01,448,441,FRANCE,78.0,18,151.49
2019-01-01,32,32,FRANCE,74.0,34,97.0
2019-01-01,137,137,FRANCE,31.0,38,87.86999999999999
2019-01-01,495,488,FRANCE,54.0,10,48.74
2019-01-01,230,228,FRANCE,69.0,4,17.79
2019-01-01,60,60,FRANCE,6.0,13,61.42999999999999
2019-01-01,61,61,FRANCE,67.0,1,9.42
2019-01-01,561,550,FRANCE,83.0,78,264.78000000000003
2019-01-01,443,436,FRANCE,30.0,10,28.25
2019-01-01,354,347,FRANCE,73.0,11,78.07
2019-01-01,301,296,FRANCE,7.0,14,212.46
2019-01-01,49,49,FRANCE,18.0,8,104.29
2019-01-01,67,67,FRANCE,54.0,31,101.24
2019-01-01,372,365,FRANCE,40.0,24,60.08
2019-01-01,566,555,FRANCE,75.0,14,86.86999999999999
2019-01-01,455,448,FRANCE,59.0,30,124.54
2019-01-01,34,34,FRANCE,74.0,12,38.13
2019-01-01,312,306,FRANCE,13.0,6,21.57
2019-01-01,152,151,FRANCE,13.0,10,36.78
2019-01-01,381,374,FRANCE,38.0,18,131.14
2019-01-01,109,109,FRANCE,63.0,17,75.61000000000001
2019-01-01,146,145,FRANCE,31.0,12,91.53
2019-01-01,346,339,FRANCE,59.0,24,220.16
2019-01-01,478,471,FRANCE,67.0,40,72.50999999999999
2019-01-01,238,236,FRANCE,75.0,5,72.14
2019-01-01,414,407,FRANCE,38.0,13,90.62
2019-01-01,487,480,FRANCE,42.0,27,79.9
2019-01-01,64,64,FRANCE,88.0,21,98.79
2019-01-01,187,186,FRANCE,73.0,7,46.66
2019-01-01,335,328,FRANCE,21.0,10,85.93
2019-01-01,400,393,FRANCE,72.0,18,79.86999999999999
2019-01-01,539,528,FRANCE,78.0,23,139.56
2019-01-01,300,295,FRANCE,95.0,7,52.78
2019-01-01,157,156,FRANCE,67.0,6,54.620000000000005
2019-01-01,423,416,FRANCE,27.0,15,87.24
2019-01-01,269,266,FRANCE,40.0,12,78.46
2019-01-01,302,297,FRANCE,22.0,6,54.23
2019-01-01,63,63,FRANCE,83.0,14,46.91
2019-01-01,307,302,FRANCE,65.0,50,95.55
2019-01-01,484,477,FRANCE,19.0,15,79.4
2019-01-01,514,505,FRANCE,80.0,11,29.82
2019-01-01,531,521,FRANCE,95.0,16,88.51
2019-01-01,56,56,FRANCE,13.0,6,21.59
2019-01-01,183,182,FRANCE,74.0,12,118.0
2019-01-01,549,538,FRANCE,34.0,11,71.12
2019-01-01,508,500,FRANCE,75.0,20,62.7
2019-01-01,41,41,FRANCE,2.0,11,67.59
2019-01-01,304,299,FRANCE,94.0,51,230.71
2019-01-01,88,88,FRANCE,75.0,36,148.33999999999995
2019-01-01,265,262,FRANCE,49.0,7,62.71
2019-01-01,532,522,FRANCE,83.0,1,2.32
2019-01-01,522,513,FRANCE,30.0,21,79.17
2019-01-01,97,97,FRANCE,84.0,26,108.9
2019-01-01,173,172,FRANCE,13.0,8,71.32
2019-01-01,347,340,FRANCE,77.0,27,77.86999999999999
2019-01-01,176,175,FRANCE,64.0,6,78.05
2019-01-01,537,527,FRANCE,30.0,14,72.19
2019-01-01,50,50,FRANCE,31.0,12,103.55
2019-01-01,95,95,FRANCE,16.0,8,16.3
2019-01-01,491,484,FRANCE,75.0,23,59.86
2019-01-01,258,255,FRANCE,80.0,12,89.78999999999999
2019-01-01,341,334,FRANCE,91.0,3,19.08
2019-01-01,120,120,FRANCE,92.0,16,96.76
2019-01-01,184,183,FRANCE,84.0,9,36.23
2019-01-01,4,4,FRANCE,4.0,32,81.48000000000002
2019-01-01,133,133,FRANCE,81.0,2,56.29
2019-01-01,102,102,FRANCE,90.0,17,105.41
2019-01-01,442,435,FRANCE,94.0,30,134.89
2019-01-01,368,361,FRANCE,31.0,2,14.41
2019-01-01,326,319,FRANCE,40.0,10,16.97
2019-01-01,510,502,FRANCE,35.0,22,93.38
2019-01-01,538,293,FRANCE,92.0,2,6.76
2019-01-01,436,429,FRANCE,74.0,7,88.9
2019-01-01,479,472,FRANCE,39.0,24,86.80000000000001
2019-01-01,38,38,FRANCE,4.0,5,38.06
2019-01-01,369,362,FRANCE,75.0,9,57.7
2019-01-01,482,475,FRANCE,34.0,30,145.8
2019-01-01,17,17,FRANCE,84.0,6,78.05
2019-01-01,476,469,FRANCE,37.0,51,202.16000000000005
2019-01-01,362,355,FRANCE,22.0,19,114.09
2019-01-01,219,217,FRANCE,75.0,20,65.56
2019-01-01,286,281,FRANCE,34.0,11,91.65
2019-01-01,297,292,FRANCE,18.0,20,154.5
2019-01-01,215,213,FRANCE,91.0,5,69.12
2019-01-01,471,464,FRANCE,67.0,6,81.38
2019-01-01,196,195,FRANCE,93.0,7,88.66
2019-01-01,167,166,FRANCE,71.0,14,71.45
2019-01-01,534,524,FRANCE,67.0,3,38.68
2019-01-01,10,10,FRANCE,69.0,17,74.98
2019-01-01,567,556,FRANCE,25.0,1,6.27
2019-01-01,464,457,FRANCE,50.0,18,67.50999999999999
2019-01-01,99,99,FRANCE,91.0,12,46.59
2019-01-01,513,504,FRANCE,55.0,8,57.8
2019-01-01,57,57,FRANCE,6.0,8,32.79
2019-01-01,101,101,FRANCE,76.0,10,67.43
2019-01-01,303,298,FRANCE,21.0,4,53.260000000000005
2019-01-01,294,289,FRANCE,91.0,8,49.53
2019-01-01,421,414,FRANCE,91.0,4,67.77
2019-01-01,333,326,FRANCE,94.0,8,127.31
2019-01-01,385,378,FRANCE,6.0,14,197.11
2019-01-01,55,55,FRANCE,67.0,19,73.93
2019-01-01,199,198,FRANCE,24.0,22,82.57000000000001
2019-01-01,283,263,FRANCE,75.0,2,19.67
2019-01-01,98,98,FRANCE,33.0,15,70.06
2019-01-01,8,8,FRANCE,93.0,12,67.32
2019-01-01,530,520,FRANCE,69.0,13,98.56
2019-01-01,459,452,FRANCE,38.0,11,67.21000000000001
2019-01-01,439,432,FRANCE,81.0,84,106.47
2019-01-01,553,542,FRANCE,88.0,14,70.32000000000001
2019-01-01,324,317,FRANCE,39.0,45,207.62
2019-01-01,325,318,FRANCE,34.0,1,2.71
2019-01-01,129,129,FRANCE,57.0,26,79.65
2019-01-01,94,94,FRANCE,86.0,5,19.23
2019-01-01,35,35,FRANCE,33.0,52,242.82
2019-01-01,417,410,FRANCE,77.0,50,152.48
2019-01-01,380,373,FRANCE,78.0,12,41.43
2019-01-01,27,27,FRANCE,31.0,10,78.39999999999999
2019-01-01,212,211,FRANCE,69.0,8,21.43
